NIP;TIT;CACA;TRABAJO_A;OBTIENE_BECA;ESTADO;CRE_MAT;CRE_SUP;CRE_SUS;CRE_NP;CRE_MAT_CN;CRE_SUP_CN;CRE_SUS_CN;CRE_NP_CN
311667;156;2012;2;-;;60;60;0;0;60;60;0;0
459637;156;2012;0;S;;60;60;0;0;60;60;0;0
460367;158;2012;4;S;;69;69;0;0;69;69;0;0
460390;158;2012;0;-;;60;60;0;0;60;60;0;0
48300;156;2013;3;-;;45;45;0;0;45;45;0;0
311196;156;2013;2;S;;60;60;0;0;60;60;0;0
311172;156;2013;4;S;;60;60;0;0;60;60;0;0
240443;156;2013;4;-;;43,5;43,5;0;0;43,5;43,5;0;0
241449;156;2013;4;-;;27;27;0;0;27;27;0;0
356984;156;2013;3;-;;34,5;30;4,5;0;34,5;30;4,5;0
439737;156;2013;4;N;;9;9;0;0;9;9;0;0
316971;156;2013;4;S;;37,5;37,5;0;0;37,5;37,5;0;0
242934;156;2013;4;N;;48;48;0;0;48;48;0;0
60202;156;2013;0;N;;30;12;9;9;30;12;9;9
317917;156;2013;4;-;;30;25,5;0;4,5;30;25,5;0;4,5
294143;156;2013;4;N;;43,5;43,5;0;0;43,5;43,5;0;0
506560;156;2013;1;-;;42;33;4,5;4,5;42;33;4,5;4,5
294250;156;2013;4;-;;37,5;37,5;0;0;37,5;37,5;0;0
240558;156;2013;1;S;;46,5;46,5;0;0;46,5;46,5;0;0
240618;156;2013;0;-;;40,5;40,5;0;0;40,5;40,5;0;0
254978;156;2013;4;-;;42;42;0;0;42;42;0;0
14885;156;2013;4;-;;22,5;18;0;4,5;22,5;18;0;4,5
328658;156;2013;4;S;;48;48;0;0;48;48;0;0
2890;156;2013;4;N;;48;37,5;0;10,5;48;37,5;0;10,5
294008;156;2013;4;-;;48;21;4,5;22,5;48;21;4,5;22,5
515498;156;2013;0;S;;60;60;0;0;60;60;0;0
482000;158;2011;;-;;21;21;0;0;21;21;0;0
481676;158;2011;;-;;31,5;31,5;0;0;31,5;31,5;0;0
512341;156;2013;0;N;;60;12;48;0;60;12;48;0
498357;158;2012;4;-;;60;6;18;36;60;6;18;36
508812;156;2013;;-;;30;24;0;6;30;24;0;6
479290;156;2012;4;N;;33;33;0;0;33;33;0;0
496755;158;2012;4;S;;60;54;6;0;60;54;6;0
497187;156;2012;1;-;;60;54;6;0;60;54;6;0
462161;158;2013;0;S;;39;39;0;0;39;39;0;0
479001;156;2013;0;S;;60;28,5;25,5;6;60;28,5;25,5;6
329872;156;2013;4;-;;48;48;0;0;48;48;0;0
482006;158;2011;;-;;75;54;15;6;75;54;15;6
481685;158;2011;;-;;25,5;19,5;0;6;25,5;19,5;0;6
460469;158;2013;3;-;;49,5;10,5;12;27;49,5;10,5;12;27
497311;156;2013;0;N;;42;27;15;0;42;27;15;0
445249;158;2013;4;S;;34,5;34,5;0;0;34,5;34,5;0;0
497274;156;2012;0;-;;60;60;0;0;60;60;0;0
497419;156;2012;0;S;;60;60;0;0;60;60;0;0
497320;156;2012;0;-;;60,35;60,35;0;0;60,35;60,35;0;0
497241;156;2012;3;S;;60;30;30;0;60;30;30;0
497184;156;2012;0;S;;54;54;0;0;54;54;0;0
496792;158;2012;4;S;;60;42;18;0;60;42;18;0
496711;158;2012;0;S;;60;60;0;0;60;60;0;0
496671;158;2012;0;-;;60;18;36;6;60;18;36;6
496771;158;2012;0;S;;60;48;12;0;60;48;12;0
462584;156;2013;4;N;;36;36;0;0;36;36;0;0
479166;156;2012;0;S;;60;60;0;0;60;60;0;0
460950;156;2012;0;S;;60;60;0;0;60;60;0;0
478978;156;2012;0;S;;60;60;0;0;60;60;0;0
479191;156;2012;0;S;;52,5;52,5;0;0;52,5;52,5;0;0
515391;156;2013;0;S;;60;60;0;0;60;60;0;0
482838;158;2011;0;S;;60;12;42;6;60;12;42;6
482845;158;2011;0;S;;48;12;36;0;48;12;36;0
415172;156;2013;0;-;;54;24;30;0;54;24;30;0
515513;156;2013;0;S;;60;24;36;0;60;24;36;0
515566;156;2013;1;-;;60;12;48;0;60;12;48;0
478524;158;2013;0;-;;51;45;6;0;51;45;6;0
460380;158;2013;4;S;;9;9;0;0;9;9;0;0
496723;158;2012;0;S;;60;60;0;0;60;60;0;0
507722;156;2013;;-;;25,5;25,5;0;0;25,5;25,5;0;0
512312;156;2013;0;S;;60;24;36;0;60;24;36;0
460379;158;2013;3;-;;12;12;0;0;12;12;0;0
479036;156;2013;0;S;;60,5;50;10,5;0;60,5;50;10,5;0
460839;156;2013;0;-;;30;30;0;0;30;30;0;0
460955;156;2012;4;-;;54;34,5;19,5;0;54;34,5;19,5;0
478512;158;2012;0;-;;54;54;0;0;54;54;0;0
479083;156;2013;0;S;;58,5;58,5;0;0;58,5;58,5;0;0
478585;158;2013;0;N;;60;60;0;0;60;60;0;0
479118;156;2013;0;S;;60;60;0;0;60;60;0;0
479220;156;2012;0;N;;43,5;28,5;15;0;43,5;28,5;15;0
479078;156;2012;3;N;;24;6;18;0;24;6;18;0
460402;158;2012;1;N;;63;45;18;0;63;45;18;0
515051;158;2013;1;S;;60;60;0;0;60;60;0;0
515040;158;2013;1;-;;60;60;0;0;60;60;0;0
498378;156;2013;4;N;;60;42;12;6;60;42;12;6
478575;158;2013;1;-;;60;60;0;0;60;60;0;0
414603;156;2012;2;N;;54;48;6;0;54;48;6;0
415203;158;2012;0;-;;61,5;61,5;0;0;61,5;61,5;0;0
478511;158;2012;0;-;;60;60;0;0;60;60;0;0
480321;156;2012;4;-;;55,5;55,5;0;0;55,5;55,5;0;0
515453;156;2013;4;-;;54;54;0;0;54;54;0;0
515372;156;2013;0;S;;60;60;0;0;60;60;0;0
439706;156;2012;3;N;;60;36;13,5;10,5;60;36;13,5;10,5
415400;156;2013;3;-;;49,5;39;10,5;0;49,5;39;10,5;0
379070;156;2013;0;-;;48;28,5;19,5;0;48;28,5;19,5;0
38764;156;2013;4;-;;21;21;0;0;21;21;0;0
354763;156;2013;4;N;;15;6;4,5;4,5;15;6;4,5;4,5
353849;156;2013;3;N;B;16,5;0;16,5;0;16,5;0;16,5;0
414689;156;2013;0;-;;51;30;12;9;51;30;12;9
64508;156;2013;0;-;;24;0;6;18;24;0;6;18
353964;156;2013;3;-;;34,5;0;6;28,5;34,5;0;6;28,5
415387;156;2013;4;N;;54;42;12;0;54;42;12;0
508673;158;2013;;-;;27;21;0;6;27;21;0;6
508129;158;2013;;-;;22,5;16,5;6;0;22,5;16,5;6;0
508137;158;2013;;-;;34,5;19,5;10,5;4,5;34,5;19,5;10,5;4,5
507287;156;2013;;-;;18;18;0;0;18;18;0;0
507836;158;2013;;-;;48;33;0;15;48;33;0;15
509142;158;2013;;-;;15;15;0;0;15;15;0;0
507645;158;2013;;-;;39;24;4,5;10,5;39;24;4,5;10,5
497382;156;2012;0;S;;30;30;0;0;30;30;0;0
507488;156;2013;;-;;28,5;28,5;0;0;28,5;28,5;0;0
516822;158;2013;;-;;69;64,5;0;4,5;69;64,5;0;4,5
51852;156;2013;4;-;;28,5;28,5;0;0;28,5;28,5;0;0
476758;156;2012;0;N;;60;12;30;18;60;12;30;18
496774;158;2012;0;S;;48;24;24;0;48;24;24;0
496659;158;2012;0;-;;60;60;0;0;60;60;0;0
496669;158;2012;0;-;;48;12;24;12;48;12;24;12
497235;156;2012;3;N;;36;36;0;0;36;36;0;0
497207;156;2012;0;-;;54;18;24;12;54;18;24;12
496842;158;2012;0;-;;60;36;24;0;60;36;24;0
497401;156;2012;0;-;;60;60;0;0;60;60;0;0
497447;156;2012;1;S;;60;24;18;18;60;24;18;18
461059;156;2012;3;N;;49,5;49,5;0;0;49,5;49,5;0;0
478566;158;2012;0;S;;60;60;0;0;60;60;0;0
499182;156;2012;2;S;;54;12;42;0;54;12;42;0
512319;156;2013;0;-;B;24;0;12;12;24;0;12;12
512203;158;2013;0;-;;42;42;0;0;42;42;0;0
497142;156;2013;0;-;;60;60;0;0;60;60;0;0
499802;156;2012;1;-;;54;54;0;0;54;54;0;0
497439;156;2012;0;S;;30;0;6;24;30;0;6;24
497385;156;2012;1;S;;60;24;36;0;60;24;36;0
414155;156;2012;3;-;;60;12;18;30;60;12;18;30
479259;156;2012;3;N;;51;51;0;0;51;51;0;0
515402;156;2013;1;S;;60;60;0;0;60;60;0;0
515420;156;2013;0;N;;60;60;0;0;60;60;0;0
497448;156;2013;0;-;;60,5;60,5;0;0;60,5;60,5;0;0
515368;156;2013;1;-;;42;42;0;0;42;42;0;0
515561;156;2013;0;-;;60;60;0;0;60;60;0;0
515371;156;2013;0;N;;60;42;18;0;60;42;18;0
515539;156;2013;0;S;;60;48;12;0;60;48;12;0
515029;158;2013;0;-;;48;48;0;0;48;48;0;0
515028;158;2013;3;-;;60;60;0;0;60;60;0;0
514911;158;2013;0;N;;54;54;0;0;54;54;0;0
489539;156;2013;4;-;;46,5;25,5;21;0;46,5;25,5;21;0
15285;156;2013;4;-;;24;24;0;0;24;24;0;0
484707;156;2012;0;S;;60;4,5;49,5;6;60;4,5;49,5;6
518118;156;2010;1;S;;60;60;0;0;60;60;0;0
518118;156;2011;1;S;;60;60;0;0;60;60;0;0
518118;156;2012;1;S;;60;60;0;0;60;60;0;0
518118;156;2013;1;S;;42;42;0;0;42;42;0;0
477216;156;2012;0;N;;48;48;0;0;48;48;0;0
497393;156;2012;0;N;;60;60;0;0;60;60;0;0
461091;156;2013;3;-;;40,5;36;4,5;0;40,5;36;4,5;0
49474;156;2013;0;S;;60;60;0;0;60;60;0;0
439673;156;2013;0;S;;42;42;0;0;42;42;0;0
379794;156;2013;4;-;;30;25,5;0;4,5;30;25,5;0;4,5
461023;156;2013;0;-;;60;60;0;0;60;60;0;0
470410;158;2013;3;S;;60;60;0;0;60;60;0;0
515497;156;2013;3;N;;42;42;0;0;42;42;0;0
461126;156;2013;0;S;;42;42;0;0;42;42;0;0
461150;156;2013;0;-;;42;42;0;0;42;42;0;0
479167;156;2013;4;N;;60;60;0;0;60;60;0;0
461058;156;2013;0;S;;48;43,5;4,5;0;48;43,5;4,5;0
461159;156;2012;0;-;;51;21;21;9;51;21;21;9
482839;158;2012;4;-;;49,5;49,5;0;0;49,5;49,5;0;0
479206;156;2012;4;-;;30;30;0;0;30;30;0;0
420411;156;2012;0;-;;28,5;16,5;12;0;28,5;16,5;12;0
479062;156;2012;1;N;B;12;0;12;0;12;0;12;0
479161;156;2012;4;N;;30;30;0;0;30;30;0;0
77253;156;2013;1;-;B;21;10,5;6;4,5;21;10,5;6;4,5
497299;156;2012;3;S;;42;36;6;0;42;36;6;0
497209;156;2012;4;-;;18;18;0;0;18;18;0;0
478955;156;2012;0;-;;24;24;0;0;24;24;0;0
460449;158;2012;1;S;;45;45;0;0;45;45;0;0
478593;158;2012;0;S;;60;60;0;0;60;60;0;0
479042;156;2012;0;N;;60;60;0;0;60;60;0;0
460300;158;2012;0;S;;60;60;0;0;60;60;0;0
504859;156;2012;;-;;21;16,5;0;4,5;21;16,5;0;4,5
43654;156;2012;0;N;;60;54;0;6;60;54;0;6
273938;156;2012;4;-;;60;60;0;0;60;60;0;0
439635;156;2012;4;S;;39;39;0;0;39;39;0;0
478618;158;2012;0;-;;60;60;0;0;60;60;0;0
461030;156;2012;0;S;;60;60;0;0;60;60;0;0
460524;158;2012;2;S;;60;60;0;0;60;60;0;0
460329;158;2012;3;S;;60;60;0;0;60;60;0;0
479071;156;2012;3;S;;49,5;45;4,5;0;49,5;45;4,5;0
461110;156;2012;0;-;;60;60;0;0;60;60;0;0
480888;156;2012;1;S;;60;60;0;0;60;60;0;0
414671;156;2013;2;-;;36;36;0;0;36;36;0;0
496808;158;2012;1;S;;54;54;0;0;54;54;0;0
497231;156;2012;0;-;;48;48;0;0;48;48;0;0
497152;156;2012;0;-;;54;54;0;0;54;54;0;0
497155;156;2012;0;N;;60;60;0;0;60;60;0;0
496857;158;2012;4;S;;60;48;12;0;60;48;12;0
501847;156;2013;3;N;B;30;0;24;6;30;0;24;6
498503;156;2012;0;N;;60;24;36;0;60;24;36;0
498496;156;2012;0;-;;60;48;12;0;60;48;12;0
515560;156;2013;0;N;;60;60;0;0;60;60;0;0
497407;156;2012;0;S;;48;6;30;12;48;6;30;12
477476;156;2012;4;-;;60;60;0;0;60;60;0;0
497341;156;2012;4;S;;60;30;18;12;60;30;18;12
497314;156;2012;4;S;;60;60;0;0;60;60;0;0
475758;156;2012;0;-;;54;48;6;0;54;48;6;0
497368;156;2012;1;N;;60;60;0;0;60;60;0;0
497409;156;2012;0;-;;60;36;24;0;60;36;24;0
478989;156;2012;4;N;;42;18;24;0;42;18;24;0
378888;156;2012;1;-;;55,5;25,5;30;0;55,5;25,5;30;0
479284;156;2012;3;-;;42;42;0;0;42;42;0;0
498508;156;2012;0;N;;60;60;0;0;60;60;0;0
498507;156;2012;0;S;;60;42;18;0;60;42;18;0
498460;156;2012;0;N;;36;0;12;24;36;0;12;24
461122;156;2012;4;S;;61,33;61,33;0;0;61,33;61,33;0;0
479217;156;2012;4;S;;61;44,5;16,5;0;61;44,5;16,5;0
460381;158;2012;0;-;;60;60;0;0;60;60;0;0
480285;158;2012;1;S;;60;60;0;0;60;60;0;0
460891;156;2013;0;-;;55,5;55,5;0;0;55,5;55,5;0;0
497159;156;2012;1;S;;54;18;30;6;54;18;30;6
497244;156;2012;0;S;;36;36;0;0;36;36;0;0
497284;156;2012;0;S;;60;60;0;0;60;60;0;0
497154;156;2012;1;S;;36;12;18;6;36;12;18;6
496678;158;2012;0;N;;60;60;0;0;60;60;0;0
496709;158;2012;0;-;;60;54;6;0;60;54;6;0
496778;158;2012;0;S;;60;60;0;0;60;60;0;0
496753;158;2012;0;-;;60;42;18;0;60;42;18;0
294027;156;2012;0;N;;25,5;0;13,5;12;25,5;0;13,5;12
515373;156;2013;4;N;;60;60;0;0;60;60;0;0
515454;156;2013;0;-;;60;48;12;0;60;48;12;0
414700;156;2013;4;-;;31,5;31,5;0;0;31,5;31,5;0;0
497309;156;2013;4;S;;60;55,5;4,5;0;60;55,5;4,5;0
461461;156;2012;0;-;;54;24;30;0;54;24;30;0
499055;156;2012;0;-;;60;6;36;18;60;6;36;18
440698;156;2012;0;N;;60;60;0;0;60;60;0;0
478529;158;2012;0;S;;54;30;18;6;54;30;18;6
415450;156;2012;4;S;;63;57;6;0;63;57;6;0
515078;158;2013;0;-;;60;60;0;0;60;60;0;0
507729;156;2013;0;S;;60;42;12;6;60;42;12;6
515531;156;2013;4;N;;54;42;12;0;54;42;12;0
515407;156;2013;0;S;;60;24;36;0;60;24;36;0
515408;156;2013;1;S;;60;54;6;0;60;54;6;0
515437;156;2013;4;-;;60;54;6;0;60;54;6;0
515644;156;2013;4;S;;60;60;0;0;60;60;0;0
414671;156;2012;2;N;;33;33;0;0;33;33;0;0
515448;156;2013;0;S;;60;36;24;0;60;36;24;0
515608;156;2013;0;-;;60;24;36;0;60;24;36;0
515104;158;2013;0;S;;60;54;6;0;60;54;6;0
452365;156;2012;4;S;;42;36;6;0;42;36;6;0
479133;156;2012;4;N;;60;49,5;10,5;0;60;49,5;10,5;0
480858;156;2012;4;S;;60;24;36;0;60;24;36;0
413278;156;2012;4;S;;60;30;30;0;60;30;30;0
473419;156;2013;0;N;;43,5;43,5;0;0;43,5;43,5;0;0
461003;156;2013;0;-;;61,5;61,5;0;0;61,5;61,5;0;0
507637;158;2013;;-;;21;9;6;6;21;9;6;6
496731;158;2012;2;N;;54;54;0;0;54;54;0;0
496858;158;2012;0;-;;60;54;6;0;60;54;6;0
496837;158;2012;0;-;;60;24;24;12;60;24;24;12
478970;156;2012;0;S;;60;60;0;0;60;60;0;0
461174;156;2012;4;-;;43,5;43,5;0;0;43,5;43,5;0;0
460857;156;2013;4;-;;30;24;6;0;30;24;6;0
481625;156;2012;2;N;;24;12;6;6;24;12;6;6
439882;156;2012;4;-;;30;18;0;12;30;18;0;12
497403;156;2012;0;-;;60;12;42;6;60;12;42;6
478959;156;2013;0;-;;60;60;0;0;60;60;0;0
478667;158;2012;2;S;;60;60;0;0;60;60;0;0
497442;156;2013;0;S;;60;60;0;0;60;60;0;0
460964;156;2013;4;-;;60;55,5;4,5;0;60;55,5;4,5;0
479033;156;2013;3;-;;58,5;58,5;0;0;58,5;58,5;0;0
479260;156;2013;4;N;;52,5;39;13,5;0;52,5;39;13,5;0
461029;156;2013;3;-;;60;40,5;19,5;0;60;40,5;19,5;0
460890;156;2013;4;S;;60;54;6;0;60;54;6;0
478991;156;2013;0;S;;40,5;40,5;0;0;40,5;40,5;0;0
415416;156;2013;0;N;;54;54;0;0;54;54;0;0
460399;158;2013;0;S;;43,5;43,5;0;0;43,5;43,5;0;0
461114;156;2012;0;-;;54;9;36;9;54;9;36;9
479041;156;2012;0;-;;30;30;0;0;30;30;0;0
479194;156;2013;0;-;;55,5;42;0;13,5;55,5;42;0;13,5
461149;156;2013;0;S;;46,5;46,5;0;0;46,5;46,5;0;0
439696;156;2013;4;-;;60;51;9;0;60;51;9;0
507651;158;2013;;-;;33;21;6;6;33;21;6;6
508180;158;2013;;-;;24;24;0;0;24;24;0;0
461143;156;2012;4;-;;54;45;9;0;54;45;9;0
460395;158;2012;0;-;;60;60;0;0;60;60;0;0
517944;156;2013;0;-;;60;18;42;0;60;18;42;0
297922;156;2013;3;-;;24;10,5;0;13,5;24;10,5;0;13,5
273996;156;2013;4;N;;48;39;9;0;48;39;9;0
461031;156;2012;0;N;;61,5;52,5;9;0;61,5;52,5;9;0
456605;156;2012;0;S;;55,5;24;22,5;9;55,5;24;22,5;9
478660;158;2012;1;N;;60;54;6;0;60;54;6;0
439648;156;2012;2;N;;63;31,5;31,5;0;63;31,5;31,5;0
516525;156;2013;0;-;;60;18;42;0;60;18;42;0
309858;156;2013;0;-;;49,5;49,5;0;0;49,5;49,5;0;0
439635;156;2013;4;S;;35;35;0;0;35;35;0;0
497428;156;2013;3;-;;48;24;24;0;48;24;24;0
292834;156;2013;0;-;;55,5;55,5;0;0;55,5;55,5;0;0
439738;156;2013;0;-;;49,5;43,5;6;0;49,5;43,5;6;0
497444;156;2013;4;S;;60;19,5;40,5;0;60;19,5;40,5;0
414720;156;2013;4;-;;31,5;10,5;21;0;31,5;10,5;21;0
460477;158;2012;1;-;;51;51;0;0;51;51;0;0
499041;156;2012;0;S;;60;0;54;6;60;0;54;6
328690;156;2012;0;-;;51;51;0;0;51;51;0;0
460877;156;2012;0;S;;60;60;0;0;60;60;0;0
439597;156;2012;1;S;;61,5;61,5;0;0;61,5;61,5;0;0
497423;156;2013;0;S;;60;60;0;0;60;60;0;0
508135;158;2013;;-;;58,5;52,5;6;0;58,5;52,5;6;0
509066;156;2011;4;S;;48;48;0;0;48;48;0;0
509066;156;2012;4;S;;60;42;18;0;60;42;18;0
479029;156;2013;4;-;;40,5;24;10,5;6;40,5;24;10,5;6
479004;156;2013;4;-;;60;45;15;0;60;45;15;0
479230;156;2013;0;-;;60;60;0;0;60;60;0;0
479231;156;2013;0;N;;54;54;0;0;54;54;0;0
479102;156;2012;0;S;;49,5;49,5;0;0;49,5;49,5;0;0
460886;156;2012;0;N;;60;60;0;0;60;60;0;0
460422;158;2012;3;S;;60;60;0;0;60;60;0;0
515579;156;2013;0;-;;60;60;0;0;60;60;0;0
514994;158;2013;0;S;;60;54;6;0;60;54;6;0
515413;156;2013;0;S;;42;6;24;12;42;6;24;12
515574;156;2013;4;S;;48;48;0;0;48;48;0;0
514986;158;2013;0;-;;60;60;0;0;60;60;0;0
510192;156;2013;;-;;46,5;46,5;0;0;46,5;46,5;0;0
509054;158;2013;;-;;12;0;0;12;12;0;0;12
515073;158;2013;4;-;;60;60;0;0;60;60;0;0
515551;156;2013;4;S;;60;54;6;0;60;54;6;0
514989;158;2013;0;N;;60;60;0;0;60;60;0;0
479279;156;2013;1;S;;60;60;0;0;60;60;0;0
478513;158;2013;0;S;;63;63;0;0;63;63;0;0
462233;156;2013;0;S;;51;33;18;0;51;33;18;0
460290;158;2012;0;N;;60;60;0;0;60;60;0;0
499132;158;2012;4;N;;60;60;0;0;60;60;0;0
478956;156;2012;0;N;;30;30;0;0;30;30;0;0
461068;156;2013;0;-;;48;48;0;0;48;48;0;0
241480;156;2013;4;-;;24;24;0;0;24;24;0;0
460520;158;2013;2;S;;46,5;46,5;0;0;46,5;46,5;0;0
460317;158;2012;1;S;;55,5;55,5;0;0;55,5;55,5;0;0
460937;156;2012;0;N;;60;60;0;0;60;60;0;0
477944;156;2012;0;S;;60;49,5;10,5;0;60;49,5;10,5;0
486791;158;2012;1;S;;54;54;0;0;54;54;0;0
460354;158;2012;1;S;;60;60;0;0;60;60;0;0
460841;156;2012;0;S;;54;40,5;13,5;0;54;40,5;13,5;0
508126;158;2013;;-;;36;30;0;6;36;30;0;6
505031;156;2012;;-;;30;25,5;4,5;0;30;25,5;4,5;0
479311;156;2013;0;-;;33;33;0;0;33;33;0;0
507821;156;2013;;-;;61,5;9;33;19,5;61,5;9;33;19,5
508170;156;2013;;-;;31,5;31,5;0;0;31,5;31,5;0;0
497390;156;2013;0;S;;60;60;0;0;60;60;0;0
460836;156;2013;0;-;;46,5;42;4,5;0;46,5;42;4,5;0
497369;156;2013;0;S;;60;60;0;0;60;60;0;0
496823;158;2013;3;-;;60;54;6;0;60;54;6;0
448431;156;2012;0;-;;46,5;25,5;15;6;46,5;25,5;15;6
439677;156;2012;4;-;;57,38;33,38;24;0;57,38;33,38;24;0
439573;156;2012;1;-;;45;25,5;19,5;0;45;25,5;19,5;0
466593;156;2012;3;-;;48;21;27;0;48;21;27;0
479205;156;2012;3;N;;36;0;18;18;36;0;18;18
479223;156;2013;0;S;;60;60;0;0;60;60;0;0
378755;158;2013;2;-;;37,5;37,5;0;0;37,5;37,5;0;0
505479;156;2012;;-;;22,5;16,5;0;6;22,5;16,5;0;6
515358;156;2013;0;-;;60;54;6;0;60;54;6;0
468360;156;2013;0;-;;58,5;42;16,5;0;58,5;42;16,5;0
478993;156;2013;1;S;;62;50;12;0;62;50;12;0
53350;156;2013;4;-;;27;27;0;0;27;27;0;0
460328;158;2013;0;S;;46,5;46,5;0;0;46,5;46,5;0;0
496674;158;2013;0;-;;55,5;55,5;0;0;55,5;55,5;0;0
414647;156;2013;1;S;;61;40;21;0;61;40;21;0
478671;158;2013;2;-;;60;60;0;0;60;60;0;0
273862;156;2013;4;-;;21;9;12;0;21;9;12;0
516646;156;2013;0;S;;54;36;18;0;54;36;18;0
241410;156;2013;0;-;;25,5;0;0;25,5;25,5;0;0;25,5
468374;158;2013;0;-;;72;72;0;0;72;72;0;0
460880;156;2013;0;S;;63;63;0;0;63;63;0;0
505713;158;2012;;-;;6;0;0;6;6;0;0;6
460809;156;2013;0;S;;60;60;0;0;60;60;0;0
478492;158;2013;0;-;;60;60;0;0;60;60;0;0
479274;156;2013;2;S;;51;51;0;0;51;51;0;0
515356;156;2013;0;-;;60;54;6;0;60;54;6;0
515542;156;2013;0;S;;60;60;0;0;60;60;0;0
515614;156;2013;4;N;;60;60;0;0;60;60;0;0
515434;156;2013;2;S;;60;54;6;0;60;54;6;0
479106;156;2012;0;-;;18;0;12;6;18;0;12;6
471420;156;2013;4;N;;52,5;43,5;4,5;4,5;52,5;43,5;4,5;4,5
478516;158;2013;1;N;;60;60;0;0;60;60;0;0
460390;158;2013;0;-;;0,66;0,66;0;0;0,66;0,66;0;0
447787;156;2010;0;N;;60;12;48;0;60;12;48;0
439444;156;2010;0;-;;54;0;12;42;54;0;12;42
439721;156;2010;1;-;;54;18;36;0;54;18;36;0
447654;156;2010;0;-;;54;0;30;24;54;0;30;24
464831;156;2010;;-;;79,5;18;0;61,5;79,5;18;0;61,5
448416;156;2010;1;N;;60;36;24;0;60;36;24;0
465056;156;2010;;-;;84;37,5;0;46,5;84;37,5;0;46,5
439682;156;2010;3;N;;48;48;0;0;48;48;0;0
410733;156;2010;4;-;;24;24;0;0;24;24;0;0
443060;158;2010;0;-;;48;0;0;48;48;0;0;48
447788;156;2010;0;-;;60;0;54;6;60;0;54;6
380752;156;2010;1;-;;60;0;30;30;60;0;30;30
415444;156;2010;0;-;;42;42;0;0;42;42;0;0
439710;156;2010;0;N;;36;36;0;0;36;36;0;0
466097;156;2010;0;N;;60;0;36;24;60;0;36;24
439788;156;2010;3;N;;54;48;6;0;54;48;6;0
439659;156;2010;0;-;;60;12;36;12;60;12;36;12
439741;156;2010;0;-;;54;0;48;6;54;0;48;6
414732;156;2010;2;-;;48;0;18;30;48;0;18;30
466902;156;2010;0;N;;60;42;18;0;60;42;18;0
467644;156;2010;1;-;;60;12;30;18;60;12;30;18
470029;156;2010;0;-;;54;0;42;12;54;0;42;12
464933;158;2010;0;S;;60;6;54;0;60;6;54;0
439726;156;2010;1;-;;60;0;12;48;60;0;12;48
439697;156;2010;4;N;B;30;0;30;0;30;0;30;0
443064;158;2010;0;N;B;18;0;12;6;18;0;12;6
414043;156;2010;1;-;;30;30;0;0;30;30;0;0
439965;156;2010;1;N;;42;42;0;0;42;42;0;0
447805;156;2010;0;-;;54;12;30;12;54;12;30;12
430220;156;2010;0;-;;24;12;12;0;24;12;12;0
45529;156;2010;3;-;;12;0;6;6;12;0;6;6
467935;156;2010;0;-;;60;0;54;6;60;0;54;6
39494;158;2010;4;-;;48;0;0;48;48;0;0;48
439747;156;2010;0;-;;48;24;24;0;48;24;24;0
448428;156;2010;0;N;;54;36;18;0;54;36;18;0
454096;156;2010;0;-;B;12;0;12;0;12;0;12;0
466103;156;2010;0;S;;60;6;54;0;60;6;54;0
466105;156;2010;4;N;B;30;0;12;18;30;0;12;18
466073;156;2010;0;-;;60;12;30;18;60;12;30;18
466102;156;2010;3;-;;60;30;12;18;60;30;12;18
466092;156;2010;1;S;;60;6;42;12;60;6;42;12
331166;156;2010;4;-;;60;48;12;0;60;48;12;0
466091;156;2010;4;-;;60;0;6;54;60;0;6;54
466077;156;2010;0;N;;60;30;18;12;60;30;18;12
466099;156;2010;3;S;;60;54;6;0;60;54;6;0
466078;156;2010;4;S;;60;18;42;0;60;18;42;0
470033;156;2010;;-;;6;0;0;6;6;0;0;6
470787;156;2010;0;S;;60;36;24;0;60;36;24;0
465314;156;2010;0;-;;54;54;0;0;54;54;0;0
240763;156;2010;3;N;;60;0;18;42;60;0;18;42
466075;156;2010;0;N;;60;0;12;48;60;0;12;48
466089;156;2010;2;N;;60;0;24;36;60;0;24;36
466082;156;2010;4;S;;60;12;12;36;60;12;12;36
409994;156;2010;3;S;;60;12;42;6;60;12;42;6
466085;156;2010;1;S;;60;0;60;0;60;0;60;0
466071;156;2010;4;S;;60;24;36;0;60;24;36;0
466591;156;2010;0;N;;60;36;24;0;60;36;24;0
466587;156;2010;0;-;;60;0;42;18;60;0;42;18
466588;156;2010;0;-;;60;42;18;0;60;42;18;0
466592;156;2010;0;-;;60;42;18;0;60;42;18;0
466038;156;2010;1;S;;60;12;48;0;60;12;48;0
466589;156;2010;0;N;;60;30;30;0;60;30;30;0
466585;156;2010;0;S;;60;12;42;6;60;12;42;6
466008;156;2010;0;S;;60;0;30;30;60;0;30;30
466191;156;2010;0;N;B;30;0;24;6;30;0;24;6
466583;156;2010;0;S;;48;48;0;0;48;48;0;0
465937;156;2010;0;N;;60;42;18;0;60;42;18;0
466596;156;2010;0;S;;60;6;36;18;60;6;36;18
465936;156;2010;1;S;;60;6;42;12;60;6;42;12
466584;156;2010;0;S;;60;18;36;6;60;18;36;6
466582;156;2010;0;N;;54;54;0;0;54;54;0;0
466593;156;2010;3;S;;60;12;48;0;60;12;48;0
439761;156;2010;3;N;;42;18;12;12;42;18;12;12
439462;156;2010;0;N;;60;6;42;12;60;6;42;12
415485;156;2010;0;N;;60;24;24;12;60;24;24;12
